Unnamed: 0,domestic_gross,production_budget,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score,opening_gross,screens
645,7889395,70000000,19535476,2015.0,2.35,133.0,28129,70000000.0,5.4,4415000.0,2567.0
648,251513985,69000000,543495033,2010.0,1.85,87.0,11608,69000000.0,7.7,56397125.0,3476.0
650,300531751,68000000,706102828,2010.0,2.35,124.0,52547,68000000.0,4.9,83637242.0,4468.0
651,118471320,68000000,193500000,2002.0,2.35,124.0,12556,68000000.0,6.4,31178526.0,3183.0
652,81284830,68000000,216500183,2015.0,2.35,125.0,30010,68000000.0,6.4,33507870.0,3442.0
654,45060734,68000000,87173475,2011.0,2.35,111.0,3393,36000000.0,5.9,13535374.0,2950.0
656,33685268,68000000,75685268,2003.0,2.35,136.0,12194,68000000.0,5.5,15027423.0,2945.0
657,29762011,68000000,33462011,1999.0,1.85,121.0,3986,65000000.0,6.0,10017865.0,2136.0
658,28965197,68000000,60265197,1999.0,2.35,157.0,18216,68000000.0,7.9,6712361.0,1809.0
660,39394666,67500000,118556530,2008.0,2.35,128.0,29824,70000000.0,7.1,12884416.0,2710.0
661,37519139,67500000,137489730,2012.0,2.35,105.0,8281,69000000.0,5.9,16306974.0,3108.0
663,5932060,67000000,25357771,2007.0,2.35,102.0,14625,35000000.0,5.4,2746312.0,2002.0
664,87707396,66000000,211700000,1999.0,2.35,113.0,1302,66000000.0,6.2,20145595.0,2815.0
666,43568507,66000000,194169619,2014.0,2.35,132.0,7081,66000000.0,6.5,17844939.0,3115.0
667,216335085,65000000,485035085,1998.0,1.85,169.0,44998,70000000.0,8.6,30576104.0,2463.0
668,182805123,65000000,374105123,2000.0,1.37,127.0,5838,70000000.0,6.4,33614543.0,3012.0
669,182207973,65000000,273346281,2012.0,2.35,150.0,25517,65000000.0,7.4,21049406.0,1775.0
670,176387405,65000000,386116343,2002.0,1.85,103.0,5437,59000000.0,7.6,46312454.0,3316.0
672,171479930,65000000,463517383,1999.0,2.35,136.0,18563,63000000.0,8.7,27788331.0,2849.0
674,139225854,65000000,172825854,2002.0,1.85,104.0,5265,60000000.0,5.5,29008696.0,3350.0
676,115821495,65000000,250800000,1998.0,1.85,119.0,17768,65000000.0,6.5,18426749.0,2691.0
677,115637895,65000000,163442936,2014.0,2.35,137.0,2938,65000000.0,7.2,30621445.0,3131.0
677,115637895,65000000,163442936,2014.0,2.35,137.0,2938,65000000.0,7.2,30621445.0,3131.0
679,100539043,65000000,211739043,2010.0,2.35,95.0,23018,65000000.0,6.6,32689406.0,3355.0
680,100468793,65000000,128468793,2008.0,2.35,106.0,11264,65000000.0,6.9,30940732.0,3094.0
682,93828745,65000000,233700000,1998.0,2.35,136.0,12396,65000000.0,6.7,22525855.0,2515.0
683,90454043,65000000,128874043,2000.0,2.35,130.0,17771,65000000.0,6.4,18093776.0,2805.0
684,85911262,65000000,139840525,2014.0,2.39,118.0,4796,65000000.0,5.2,15861939.0,3116.0
688,69688384,65000000,69688384,2000.0,1.85,104.0,16452,60000000.0,6.1,12687726.0,2167.0
689,63803100,65000000,141205169,2003.0,1.85,117.0,12850,65000000.0,6.4,11528498.0,2677.0
690,59650222,65000000,180148897,2012.0,2.35,99.0,1375,65000000.0,6.4,17435092.0,3008.0
691,55691208,65000000,104267443,1999.0,1.66,159.0,11424,65000000.0,7.3,21706163.0,2411.0
692,54760791,65000000,156974557,2012.0,2.35,103.0,29808,65000000.0,6.3,17405930.0,3189.0
693,53862963,65000000,154362963,2015.0,1.85,105.0,11943,50100000.0,6.6,18685137.0,3323.0
694,52397389,65000000,132397389,2004.0,2.35,122.0,19764,65000000.0,5.9,16061271.0,2912.0
697,43309450,65000000,221662676,2015.0,2.35,121.0,2131,55000000.0,7.1,13242895.0,3006.0
698,42345531,65000000,238940997,2012.0,2.35,96.0,17913,65000000.0,5.4,21052227.0,3012.0
699,39017984,65000000,39017984,1998.0,2.35,143.0,1409,65000000.0,6.7,12045395.0,1965.0
700,37030102,65000000,100853753,1999.0,2.35,151.0,13209,63000000.0,8.8,11035485.0,1963.0
701,36316032,65000000,72516819,2008.0,2.35,111.0,28643,45000000.0,6.4,12621090.0,2532.0
702,33447612,65000000,33447612,1996.0,2.35,121.0,1531,65000000.0,6.7,9065363.0,2247.0
703,32598931,65000000,62761005,2000.0,2.35,135.0,1013,65000000.0,6.2,10207869.0,2705.0
706,24409722,65000000,56409722,2005.0,2.35,100.0,7048,43000000.0,4.8,14792335.0,3203.0
707,19551067,65000000,41636243,2009.0,2.35,94.0,23365,65000000.0,6.3,6702923.0,3014.0
710,13757804,65000000,39499349,2014.0,1.85,102.0,49433,65000000.0,6.5,6317683.0,2894.0
711,10014234,65000000,10014234,2000.0,1.85,105.0,3580,65000000.0,5.0,4536625.0,2497.0
712,2070920,65000000,26670920,2005.0,2.35,130.0,450,50000000.0,6.9,68447.0,5.0
714,58636047,64000000,101636047,2006.0,1.85,98.0,6334,64000000.0,4.3,21613176.0,2533.0
715,31054924,64000000,63200000,1999.0,1.85,133.0,16710,64000000.0,5.1,13012585.0,2697.0
716,2223293,63700000,133603463,2006.0,2.35,147.0,253,50000000.0,7.5,55527.0,3.0
718,213117789,63000000,292738626,2002.0,2.35,94.0,2725,63000000.0,6.2,73071188.0,3613.0
719,108085305,63000000,188657593,2011.0,1.85,95.0,2558,63000000.0,5.5,37543710.0,3579.0
722,77086030,62000000,127630030,2000.0,2.35,116.0,14931,62000000.0,6.6,19553310.0,2583.0
725,32200122,62000000,40123346,2008.0,2.35,87.0,6658,62000000.0,3.8,13907130.0,3012.0
726,15738632,62000000,18708848,2001.0,2.35,125.0,14536,42000000.0,5.9,7160521.0,2545.0
727,167767189,61000000,368567189,2014.0,2.35,149.0,4348,61000000.0,8.1,37513109.0,3014.0
728,118594548,61000000,145594548,2007.0,1.85,93.0,13232,61000000.0,6.3,33014202.0,3372.0
729,81697192,61000000,310697192,2015.0,2.35,132.0,2517,61000000.0,6.4,30316510.0,3791.0
730,75612460,61000000,132493015,2013.0,2.35,109.0,20148,61000000.0,6.7,27059130.0,3025.0
731,279167575,60000000,516567575,2004.0,1.85,106.0,24938,80000000.0,6.3,46120980.0,3518.0
732,257784718,60000000,457729388,2014.0,2.35,100.0,22128,60000000.0,7.8,69050279.0,3775.0
735,143153751,60000000,247812011,2008.0,2.35,115.0,4811,60000000.0,7.1,36367586.0,3480.0
736,136801374,60000000,290701374,1999.0,1.85,189.0,17716,60000000.0,8.5,18017152.0,2875.0
737,135386665,60000000,310043823,2005.0,1.85,81.0,2252,150000000.0,5.8,40049778.0,3654.0
738,125618201,60000000,264118201,1998.0,1.85,103.0,3698,60000000.0,8.1,31542121.0,2315.0
739,121468960,60000000,214357371,2002.0,2.35,119.0,13249,60000000.0,7.9,27118640.0,2638.0
740,109205660,60000000,172450423,2009.0,1.85,113.0,8172,60000000.0,5.5,34286740.0,3000.0
742,106126012,60000000,176262839,2003.0,2.35,111.0,35084,60000000.0,7.0,19457944.0,2633.0
743,104148781,60000000,164285587,2003.0,1.85,92.0,4050,60000000.0,5.5,27623580.0,3370.0
744,102705852,60000000,149705852,1999.0,2.35,116.0,2321,95000000.0,6.3,22332053.0,2856.0
745,101413188,60000000,218613188,1998.0,1.85,99.0,1195,70000000.0,7.0,14524321.0,3118.0
746,100170152,60000000,217670152,2004.0,2.35,120.0,13581,65000000.0,7.6,24701458.0,3188.0
747,93375151,60000000,200700000,2001.0,1.85,87.0,4171,60000000.0,5.2,21707617.0,3040.0
748,93354918,60000000,199043309,2002.0,1.85,101.0,2636,60000000.0,6.1,14328494.0,2755.0
749,90757863,60000000,152457863,1998.0,1.85,83.0,25788,105000000.0,6.6,17195160.0,2449.0
750,90580000,60000000,165890634,2002.0,2.35,100.0,14611,60000000.0,5.5,36075875.0,3444.0
752,88200225,60000000,170200225,2004.0,2.35,101.0,3943,60000000.0,6.1,28103367.0,3185.0
754,82571173,60000000,135015330,2005.0,2.35,94.0,20348,60000000.0,5.4,15340679.0,3175.0
755,80574010,60000000,206598789,2010.0,1.85,140.0,20440,60000000.0,5.7,23104523.0,3082.0
757,77906816,60000000,130968579,2004.0,2.35,146.0,20454,70000000.0,7.7,22751490.0,2979.0
760,75530832,60000000,100230832,1999.0,2.35,156.0,20761,55000000.0,6.8,13584625.0,2505.0
761,75383563,60000000,186883563,1998.0,1.85,170.0,20683,60000000.0,6.5,13685488.0,2039.0
762,75286229,60000000,126037057,2009.0,1.85,100.0,647,60000000.0,7.7,16849646.0,2299.0
763,74541707,60000000,102332848,2004.0,1.85,115.0,4496,55000000.0,6.5,22088204.0,3260.0
764,73648228,60000000,165048228,1999.0,2.35,105.0,3697,60000000.0,5.8,19107643.0,2854.0
766,66723216,60000000,90723216,2003.0,2.35,89.0,1233,60000000.0,4.4,21895483.0,2818.0
767,64506874,60000000,162778384,2008.0,1.85,91.0,13654,48000000.0,5.0,30517109.0,2986.0
768,62524260,60000000,193857962,2016.0,2.35,99.0,20276,60000000.0,5.9,21635601.0,3490.0
770,61123569,60000000,87123569,2006.0,2.35,98.0,24664,50000000.0,4.4,16310058.0,3501.0
771,60592389,60000000,129832389,1996.0,1.85,94.0,4530,60000000.0,5.4,12112267.0,2401.0
773,56709981,60000000,56709981,1998.0,2.35,115.0,4713,60000000.0,6.5,15163484.0,1802.0
774,56451232,60000000,100751232,2015.0,1.85,124.0,75793,60000000.0,6.6,17500000.0,2896.0
776,54956941,60000000,159356941,1997.0,2.35,124.0,38227,60000000.0,6.3,15164595.0,2193.0
777,53789313,60000000,98819789,2003.0,2.35,119.0,3637,60000000.0,6.3,13462374.0,2762.0
779,50877145,60000000,90482317,2008.0,2.35,93.0,13403,60000000.0,6.1,10103675.0,2758.0
781,50586000,60000000,104429625,2002.0,1.85,98.0,2018,60000000.0,5.3,15051028.0,3022.0
782,50577412,60000000,131377412,2014.0,2.35,105.0,1411,60000000.0,6.2,17200000.0,3387.0
784,48478006,60000000,101382396,2005.0,2.35,115.0,4305,45000000.0,5.0,14043215.0,3233.0
785,47795018,60000000,160700000,1997.0,2.35,116.0,3090,75000000.0,6.3,16474092.0,2415.0
786,47003582,60000000,95538560,2007.0,2.35,124.0,1640,61000000.0,7.2,14523571.0,2806.0
787,46850558,60000000,68336997,1998.0,2.35,104.0,4294,48000000.0,6.1,13104694.0,2652.0
788,46000903,60000000,104100903,2013.0,2.35,113.0,34738,60000000.0,6.7,17070347.0,3103.0
789,43337279,60000000,57604723,2009.0,1.85,100.0,12258,60000000.0,4.9,19610304.0,3022.0
790,43313890,60000000,82812456,2010.0,2.35,117.0,7053,80000000.0,6.6,17214384.0,3066.0
791,43254409,60000000,67312826,2002.0,2.35,116.0,31224,60000000.0,6.4,18513305.0,2711.0
792,43061982,60000000,82150183,2002.0,2.35,101.0,53024,60000000.0,6.2,15632281.0,2629.0
793,42194060,60000000,108996113,2009.0,2.35,91.0,22668,70000000.0,6.1,12286129.0,3.0
794,40572825,60000000,81079566,2009.0,2.35,125.0,10623,60000000.0,6.2,13965110.0,2574.0
795,40081410,60000000,78481410,2008.0,2.35,101.0,38809,60000000.0,6.0,16288361.0,3152.0
796,37491364,60000000,124514011,2009.0,2.35,134.0,24458,60000000.0,7.4,8611147.0,2125.0
798,36850101,60000000,36850101,1999.0,1.85,94.0,2151,65000000.0,4.9,11181043.0,2275.0
799,36280697,60000000,78080697,2006.0,2.35,107.0,1352,60000000.0,6.1,14367854.0,2822.0
801,35327628,60000000,121327628,2003.0,1.85,100.0,1395,60000000.0,6.3,12525075.0,2564.0
802,33956608,60000000,33956608,1997.0,2.35,110.0,1976,40000000.0,5.7,9064143.0,2095.0
803,32983332,60000000,32983332,1998.0,2.35,111.0,16536,60000000.0,6.1,10104715.0,2386.0
803,32983332,60000000,32983332,1998.0,2.35,111.0,16537,60000000.0,6.1,10104715.0,2386.0
804,32522352,60000000,47371191,2000.0,1.85,152.0,36897,60000000.0,7.9,2314646.0,131.0
805,32122249,60000000,54994757,2002.0,1.85,96.0,22889,60000000.0,5.9,11034422.0,2635.0
806,31720158,60000000,38389024,2009.0,2.35,117.0,23745,60000000.0,6.7,9716458.0,2024.0
807,31165421,60000000,75965567,2013.0,2.35,130.0,10247,60000000.0,6.0,9336957.0,3118.0
808,30695227,60000000,39235486,2000.0,1.85,126.0,34774,60000000.0,6.7,11516712.0,2061.0
809,30063805,60000000,30063805,2002.0,2.35,104.0,2109,60000000.0,6.1,10216025.0,2507.0
810,29136626,60000000,84154026,2011.0,2.35,87.0,1417,60000000.0,5.7,14953664.0,2864.0
812,26873932,60000000,71073932,2005.0,2.35,101.0,993,87000000.0,4.3,12712272.0,3480.0
813,26673242,60000000,26673242,1997.0,2.35,130.0,2525,60000000.0,6.7,9511915.0,2311.0
814,26483452,60000000,80767884,2003.0,1.66,85.0,11301,60000000.0,6.7,6874477.0,3086.0
815,25473093,60000000,49473093,2005.0,2.35,103.0,1467,30000000.0,5.6,9939251.0,2657.0
817,22672813,60000000,49238525,2006.0,2.35,121.0,22833,50000000.0,5.6,10005895.0,2226.0
818,22508689,60000000,35319689,1999.0,1.85,122.0,15275,55000000.0,6.1,8311290.0,2626.0
819,19806188,60000000,39006188,2008.0,2.35,103.0,20881,60000000.0,4.8,6463278.0,2509.0
820,18208078,60000000,20541668,2001.0,2.35,131.0,3012,60000000.0,6.9,7088213.0,2262.0
821,17303424,60000000,66655938,2008.0,2.35,106.0,5329,60000000.0,6.1,7601379.0,2655.0
822,14218868,60000000,14218868,2000.0,2.35,91.0,1262,65000000.0,4.8,6731940.0,2280.0
823,13090630,60000000,14816379,2006.0,2.35,140.0,12634,60000000.0,6.6,6004219.0,2033.0
824,12600231,60000000,22468620,2014.0,2.35,118.0,22447,60000000.0,6.2,8007059.0,2965.0
825,12069719,60000000,12069719,1998.0,2.35,114.0,2367,60000000.0,4.9,5106919.0,2013.0
826,11803254,60000000,50648806,2008.0,1.85,90.0,1865,60000000.0,4.9,5251918.0,3011.0
827,10166502,60000000,10597070,2005.0,2.35,132.0,12133,80000000.0,6.7,3376009.0,819.0
828,7696134,60000000,30396134,2015.0,2.35,107.0,42683,60000000.0,5.5,4200586.0,2648.0
829,4775656,60000000,13075656,2007.0,2.35,156.0,26564,60000000.0,3.8,2984524.0,1632.0
830,4426297,60000000,11427090,2003.0,2.35,127.0,12947,35000000.0,6.5,2076402.0,1798.0
833,363070709,58000000,783770709,2016.0,2.35,108.0,18239,58000000.0,8.1,135050000.0,3558.0
834,350126372,58000000,547326372,2014.0,2.35,133.0,16277,58800000.0,7.3,89269067.0,3555.0
835,80069458,58000000,158162788,2015.0,2.35,103.0,5497,58000000.0,6.4,23618556.0,3501.0
835,80069458,58000000,158162788,2015.0,2.35,103.0,5497,58000000.0,6.4,23618556.0,3501.0
838,49876377,58000000,50365498,2012.0,2.35,125.0,4416,58000000.0,5.9,18782154.0,2512.0
839,48318130,58000000,100687083,2005.0,1.85,95.0,2876,58000000.0,6.7,16408718.0,3508.0
840,44672764,58000000,93672764,2013.0,2.35,125.0,5081,58000000.0,6.3,17325307.0,3366.0
841,35231365,58000000,59431365,2000.0,1.85,90.0,6299,60000000.0,3.6,10518435.0,3040.0
842,31373938,58000000,41348628,2008.0,1.85,114.0,589,58000000.0,6.0,12682595.0,2769.0
843,29580087,58000000,80480566,2009.0,2.35,103.0,3150,58000000.0,4.7,6616571.0,2718.0
846,60128566,57500000,295874190,2010.0,2.35,97.0,16098,60000000.0,5.9,26650264.0,3203.0
847,36931089,57500000,58085235,2012.0,2.35,116.0,16484,70000000.0,5.6,13453714.0,3030.0
848,61007424,57000000,153007424,1997.0,2.35,136.0,45271,57000000.0,7.5,12170536.0,2161.0
849,51774002,57000000,149217355,2011.0,2.35,96.0,16121,57000000.0,4.3,22115334.0,3174.0
851,28328132,57000000,38329114,2004.0,2.35,97.0,9814,58000000.0,6.3,11100392.0,2819.0
852,25528495,57000000,62097495,2001.0,2.35,131.0,23325,57000000.0,5.9,7209345.0,1595.0
854,113006880,56000000,198006880,2005.0,2.35,95.0,16884,56000000.0,5.5,30552694.0,3131.0
857,217326974,55000000,362605033,2007.0,1.85,92.0,2847,60000000.0,5.2,44307417.0,3475.0
858,177784257,55000000,366784257,2005.0,2.35,118.0,13426,70000000.0,6.6,43142214.0,3575.0
860,162586036,55000000,307325633,2006.0,2.35,117.0,11036,55000000.0,8.0,26541709.0,2852.0
863,128814019,55000000,273814019,1996.0,1.85,95.0,3155,54000000.0,5.6,25400000.0,2115.0
864,107136417,55000000,220648184,2013.0,2.35,134.0,16281,55000000.0,7.9,26000000.0,3020.0
865,105263257,55000000,174463257,1997.0,1.85,92.0,4518,55000000.0,5.4,22878989.0,2506.0
866,104354205,55000000,126425115,2003.0,2.35,74.0,5713,55000000.0,6.3,33369440.0,3172.0
867,101530738,55000000,192165283,2014.0,2.35,132.0,37605,55000000.0,7.2,34137828.0,3236.0
869,98711404,55000000,152269033,2010.0,2.35,101.0,39822,55000000.0,6.3,25207599.0,3374.0
870,93932896,55000000,163838217,2002.0,2.35,105.0,7184,55000000.0,5.1,18711407.0,2838.0
872,89706988,55000000,214392904,2005.0,2.35,98.0,2287,55000000.0,6.2,24629938.0,3424.0
874,78750909,55000000,198750909,1998.0,2.35,114.0,13905,55000000.0,6.7,15369048.0,2212.0
875,76223578,55000000,259541430,2014.0,2.35,95.0,3697,55000000.0,7.2,25205000.0,3303.0
878,70098138,55000000,176469428,2003.0,2.35,111.0,3983,30000000.0,8.1,22089322.0,3102.0
879,68224452,55000000,189624452,2011.0,1.85,94.0,2820,55000000.0,6.0,18445355.0,3339.0
880,66458769,55000000,98699769,1999.0,1.37,85.0,22458,55000000.0,6.4,18062550.0,2706.0
881,66207920,55000000,153535982,2004.0,2.35,137.0,1959,30000000.0,8.0,25104949.0,2971.0
884,56932305,55000000,71189835,2000.0,2.35,110.0,939,55000000.0,6.6,19647065.0,2711.0
886,55750480,55000000,110387072,2013.0,1.85,91.0,3104,55000000.0,5.9,15805237.0,3736.0
888,52075270,55000000,129075270,2008.0,2.35,104.0,7247,55000000.0,6.6,21401121.0,3151.0
889,51225796,55000000,154605868,2004.0,2.35,143.0,20660,70000000.0,7.4,4001890.0,622.0
890,51178893,55000000,79312301,2014.0,1.85,119.0,6089,50000000.0,6.4,17005126.0,3194.0
891,50047179,55000000,151947179,1996.0,2.35,135.0,164,55000000.0,6.3,8381055.0,704.0
892,41610884,55000000,70692101,1998.0,2.35,122.0,24270,55000000.0,7.3,12697641.0,2487.0
893,39440655,55000000,90552675,2010.0,2.35,119.0,4315,55000000.0,6.4,11947744.0,3037.0
894,38564422,55000000,38564422,1996.0,2.35,110.0,1752,55000000.0,6.8,9215063.0,2142.0
895,35739802,55000000,113805580,2008.0,2.35,141.0,12840,55000000.0,7.8,9351560.0,1.0
896,34353000,55000000,67353000,2012.0,2.35,102.0,2488,68000000.0,5.7,12750297.0,3168.0
896,34353000,55000000,67353000,2012.0,2.35,102.0,2486,68000000.0,5.7,12750297.0,3168.0
897,34234008,55000000,45016494,2003.0,1.85,94.0,2248,55000000.0,6.0,13482638.0,2516.0
898,34105207,55000000,34105207,1999.0,2.35,126.0,13406,55000000.0,6.5,10390387.0,2059.0
899,33832741,55000000,63537164,2003.0,2.35,118.0,14036,55000000.0,5.8,9411055.0,3003.0
900,33479698,55000000,43980363,2008.0,2.35,99.0,10026,55000000.0,5.8,15075114.0,3121.0
903,21226204,55000000,60209334,1996.0,1.85,107.0,31014,50000000.0,5.6,7546000.0,2255.0
904,18582965,55000000,18582965,1996.0,2.35,116.0,24618,55000000.0,5.8,6271406.0,2016.0
905,16285240,55000000,74870866,2007.0,1.85,114.0,16899,55000000.0,6.9,6153075.0,2001.0
906,16123323,55000000,16123323,2009.0,2.35,107.0,3742,55000000.0,5.6,5503519.0,3008.0
907,12882934,55000000,12923936,2003.0,2.35,280.0,1671,56000000.0,6.3,4675246.0,1533.0
908,11532774,55000000,11532774,1997.0,2.35,100.0,3952,71000000.0,4.7,4464008.0,2094.0
909,9489829,55000000,22597969,2012.0,1.85,92.0,25418,55000000.0,5.7,4548201.0,2404.0
910,7221458,55000000,9521458,2006.0,1.85,128.0,27614,55000000.0,6.2,3672366.0,1514.0
911,6768055,55000000,28231444,2004.0,1.85,95.0,2260,57000000.0,4.2,2766810.0,2057.0
912,6167817,55000000,69759296,2004.0,2.35,133.0,405,47000000.0,7.7,101749.0,4.0
915,79161,55000000,1807990,2002.0,2.35,96.0,15803,55000000.0,5.3,32300.0,78.0
918,75802010,54000000,130402010,2006.0,1.85,110.0,847,54000000.0,5.6,21525560.0,3131.0
919,69951824,54000000,166617328,2008.0,2.35,123.0,14727,55000000.0,7.7,14851136.0,2758.0
921,26850426,54000000,50719373,2005.0,1.85,123.0,12700,57000000.0,6.4,10618711.0,2517.0
922,6087542,54000000,7126002,2003.0,2.35,121.0,286,54000000.0,2.4,3753518.0,2215.0
923,70327868,53012938,107190108,2000.0,2.35,99.0,26527,46000000.0,5.9,21714757.0,2337.0
924,80270227,53000000,109848461,2005.0,2.35,107.0,2297,50000000.0,5.1,30675314.0,3785.0
925,73357727,53000000,131159781,2009.0,2.35,118.0,22517,50000000.0,7.4,21039502.0,2890.0
927,58403409,53000000,139801410,1997.0,2.35,94.0,6017,50000000.0,7.1,204350.0,200.0
928,57386369,53000000,179213196,2001.0,2.35,127.0,2601,52500000.0,7.6,71614.0,51.0
929,45207112,53000000,54207112,2001.0,2.35,89.0,13390,53000000.0,5.5,14033112.0,2910.0
930,33602376,53000000,63657941,2006.0,2.35,135.0,24468,90000000.0,7.1,10245190.0,1876.0
931,25031037,53000000,50187789,2007.0,2.35,189.0,22186,53000000.0,7.6,11596613.0,2624.0
932,22852487,53000000,22852487,1998.0,1.85,172.0,2397,55000000.0,5.9,8165551.0,1501.0
933,95720716,52500000,134612435,2012.0,1.85,157.0,2759,40000000.0,7.4,417150.0,5.0
934,164606800,52000000,355612291,2002.0,1.85,141.0,48153,52000000.0,8.0,30082000.0,3156.0
935,144130063,52000000,602500560,2008.0,2.35,108.0,26002,52000000.0,6.3,27751240.0,2976.0
936,118703275,52000000,205727307,2006.0,1.85,106.0,8315,52000000.0,5.8,39172785.0,3070.0
937,110485654,52000000,217569328,2010.0,1.85,125.0,45696,52000000.0,5.7,63135312.0,3665.0
939,37081475,52000000,75835124,2011.0,2.35,118.0,28045,52000000.0,6.4,13531115.0,2913.0
940,36400491,52000000,97709034,1998.0,2.35,215.0,1937,52000000.0,7.6,11362226.0,1528.0
942,24077427,52000000,53139168,2010.0,2.35,92.0,488,52000000.0,6.5,8158860.0,2722.0
943,23010607,52000000,23010607,2003.0,2.35,104.0,2422,52000000.0,5.5,8653542.0,2955.0
944,90570999,51000000,149270999,2000.0,1.85,116.0,1711,51000000.0,6.5,24209385.0,3019.0
947,62495645,50200000,126931325,2011.0,1.85,106.0,14607,50200000.0,7.1,21157730.0,2840.0
948,296623634,50000000,687557727,2009.0,2.35,130.0,64040,50000000.0,4.6,142839137.0,4.0
949,267655011,50000000,491812794,2001.0,1.85,90.0,275,60000000.0,7.9,42347760.0,3587.0
950,218665740,50000000,556016627,2012.0,1.85,112.0,21773,50000000.0,7.0,54415205.0,3239.0
951,191719337,50000000,331333876,2014.0,2.35,112.0,19428,50000000.0,7.1,57071445.0,3306.0
953,153952592,50000000,274000000,1996.0,1.85,139.0,12182,50000000.0,7.3,17084296.0,2531.0
954,150357137,50000000,238757137,2015.0,1.85,96.0,10886,50000000.0,6.1,38740203.0,3271.0
955,148478011,50000000,314111923,1997.0,1.85,139.0,1474,50000000.0,7.7,12606928.0,1572.0
956,135014968,50000000,202173000,1998.0,2.35,115.0,74382,50000000.0,6.7,25262280.0,2712.0
957,128002372,50000000,203502372,2014.0,2.39,125.0,62837,50000000.0,6.0,31051923.0,2440.0
958,127352707,50000000,172185754,2013.0,2.35,143.0,28176,50000000.0,6.3,26232425.0,3507.0
959,127004179,50000000,257972745,2011.0,2.35,112.0,3388,50000000.0,7.1,35451168.0,3379.0
960,126293452,50000000,171269535,2002.0,1.85,96.0,26826,50000000.0,5.8,37162787.0,3231.0
961,126175032,50000000,206175032,2016.0,2.35,107.0,14569,50000000.0,6.6,35535250.0,3508.0
962,125548685,50000000,257805243,2000.0,1.85,131.0,10003,52000000.0,7.3,28138465.0,2848.0
963,105807520,50000000,178890782,2003.0,1.85,116.0,14087,50000000.0,6.4,23774850.0,2923.0
965,97690976,50000000,225990976,2008.0,2.35,104.0,29505,70000000.0,6.8,18262471.0,3434.0
966,91742160,50000000,212742160,2014.0,2.35,106.0,16967,50000000.0,7.0,28875635.0,3090.0
967,91137662,50000000,159745279,1998.0,2.35,124.0,9988,50000000.0,6.7,19142440.0,2358.0
969,88715192,50000000,128402901,2006.0,2.35,95.0,37967,50000000.0,5.6,24411322.0,3057.0
970,88634237,50000000,185798265,2006.0,2.35,129.0,19148,45000000.0,7.6,28954945.0,2818.0
971,84351197,50000000,147142328,2011.0,2.39,118.0,57426,50000000.0,7.4,19104303.0,3020.0
972,81526121,50000000,161626121,1999.0,2.35,90.0,3148,50000000.0,7.1,21221526.0,2720.0
974,79957634,50000000,186450317,2009.0,2.35,121.0,13421,50000000.0,6.2,24604751.0,3332.0
977,75605492,50000000,111300835,2011.0,1.85,133.0,53094,50000000.0,7.6,19501302.0,2993.0
978,75367693,50000000,208094550,2004.0,1.85,80.0,13430,35000000.0,5.0,21727611.0,3094.0
979,73701902,50000000,96469187,2004.0,2.35,99.0,6729,60000000.0,5.2,21570867.0,3393.0
980,70511035,50000000,130214162,2005.0,2.35,132.0,22417,54000000.0,8.2,25642640.0,3365.0
982,67172594,50000000,105103783,2009.0,2.35,98.0,14007,65000000.0,5.7,24402214.0,3187.0
984,66010682,50000000,144110682,2005.0,1.85,101.0,2177,50000000.0,4.7,12709221.0,3521.0
985,60470220,50000000,88316835,2003.0,2.35,114.0,428,50000000.0,6.2,19603630.0,2753.0
987,58640119,50000000,71052604,2006.0,1.85,78.0,11124,50000000.0,6.6,14703405.0,2566.0
988,56758835,50000000,236799211,2012.0,1.85,113.0,8398,50000000.0,6.7,21514080.0,3192.0
989,55703475,50000000,214949716,2013.0,2.35,98.0,11946,50000000.0,6.1,19690956.0,3372.0
990,55100437,50000000,146195159,2011.0,1.85,109.0,15608,60000000.0,6.1,22755854.0,3.0
991,54997476,50000000,104488383,2001.0,2.35,113.0,3341,50000000.0,6.3,17090474.0,2802.0
993,52752475,50000000,119114494,2002.0,1.85,124.0,2583,50000000.0,6.7,14065277.0,2613.0
995,50740078,50000000,125168734,2004.0,2.35,98.0,16791,45000000.0,6.2,23036273.0,3284.0
996,50151543,50000000,97651543,2014.0,2.35,95.0,19513,50000000.0,7.3,17005218.0,3071.0
997,50068310,50000000,50068310,1997.0,2.35,121.0,19139,50000000.0,6.7,16770220.0,2568.0
998,48751189,50000000,82751189,2006.0,2.35,105.0,101383,50000000.0,5.8,13635463.0,2840.0
999,48265581,50000000,80369970,1997.0,2.35,129.0,1397,50000000.0,7.8,14337029.0,2403.0
1000,48169156,50000000,48169156,1997.0,2.35,125.0,15569,50000000.0,5.8,11094241.0,1945.0
1001,47602194,50000000,156602194,2014.0,1.85,89.0,1367,50000000.0,5.8,18015000.0,3434.0
1002,47119388,50000000,76119388,2014.0,2.35,141.0,30183,50000000.0,7.4,46590889.0,3003.0
1003,46982632,50000000,94704227,2006.0,2.35,132.0,1933,50000000.0,6.6,20152598.0,2926.0
1004,44737059,50000000,50054511,2000.0,1.85,118.0,24024,50000000.0,6.5,11039214.0,2754.0
1005,44705766,50000000,49105766,1998.0,2.35,140.0,20152,50000000.0,7.3,10218831.0,2436.0
